time,q_1392,q_1385,q_1386,q_1374,q_1368,q_1391,q_1390,p_1392,p_1385,p_1386,p_1374,p_1368,p_1391,p_1390
2001-01-02T00:00:00,317.489889729247,436.43565959120133,434.09860270644566,337.43710238583355,22.096030121313163,240.15835489314586,195.21308400551632,0.0,0.0,0.0,0.0,0.07999999821186066,0.0,0.0
2001-01-03T00:00:00,198.02765352285698,274.9730651844428,275.57267688076223,228.97046940903056,12.486616856227862,151.21746617055732,126.42561579899096,0.6800000071525574,0.6800000071525574,0.25999999046325684,0.25999999046325684,3.890000104904175,0.25999999046325684,1.6399999856948853
2001-01-04T00:00:00,127.6549994623551,178.67650788388858,179.07597698755828,150.99922435460934,7.5662994622542925,96.90099713026484,78.04485866315532,3.9600000381469727,3.9600000381469727,3.740000009536743,3.740000009536743,3.3499999046325684,3.740000009536743,3.390000104904175
2001-01-05T00:00:00,87.71918666417527,121.68360473810111,121.9620629348929,104.6029479810744,4.786326692680485,65.97428829549641,51.347466701482034,2.5,2.5,2.369999885559082,2.369999885559082,3.3399999141693115,2.369999885559082,2.1600000858306885
2001-01-06T00:00:00,67.01425193484195,90.71311393743588,90.88466041140822,74.824807292648,3.753751587029815,45.75131648917412,36.36756299025416,0.6000000238418579,0.6000000238418579,0.38999998569488525,0.38999998569488525,1.5700000524520874,0.38999998569488525,0.36000001430511475
2001-01-07T00:00:00,53.79035504240775,70.60005580349254,70.73178670702971,55.48272624694857,3.3465637804657296,32.37300058814443,26.477038209044807,8.710000038146973,8.710000038146973,6.340000152587891,6.340000152587891,20.149999618530273,6.340000152587891,6.199999809265137
2001-01-08T00:00:00,44.16019378422073,55.52805157054045,55.663116774507984,43.71981258240481,3.2398590392055637,23.91664873536617,19.710660435135818,31.600000381469727,31.600000381469727,34.72999954223633,34.72999954223633,39.709999084472656,34.72999954223633,36.939998626708984
2001-01-09T00:00:00,34.39451868271154,41.51782862719899,41.6337918560732,34.52952869763186,2.0459985633042885,17.442475410272966,13.11452115741909,8.220000267028809,8.220000267028809,8.119999885559082,8.119999885559082,7.989999771118164,8.119999885559082,9.390000343322754
2001-01-10T00:00:00,27.160508457704776,31.455897729879236,31.54148293739122,28.661991581639658,1.4361763171145023,13.27177807882852,8.717554122100578,0.07000000029802322,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.0,0.029999999329447746,0.0
2001-01-11T00:00:00,22.006465365008243,24.543412438010105,24.608502769290755,24.8744433969004,1.2942669063763288,10.671978796737362,6.050510962083745,0.23000000417232513,0.23000000417232513,0.05000000074505806,0.05000000074505806,0.6899999976158142,0.05000000074505806,0.0
2001-01-12T00:00:00,17.854618472641878,19.329791767960405,19.384255423467746,22.288551042933594,1.0863130112753396,8.967619136446048,4.233698839245819,0.009999999776482582,0.009999999776482582,0.0,0.0,0.38999998569488525,0.0,0.11999999731779099
2001-01-13T00:00:00,14.249712922101438,15.105920556556988,15.154791256270471,20.377931865094467,0.716504885697269,7.729691728249571,2.9026450216677655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-14T00:00:00,11.50025552508775,11.99263528417464,12.031634549003904,18.815540606099425,0.5078330670940668,6.743959695270875,1.9909760073355052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-15T00:00:00,9.420629673556247,9.706405075445712,9.737645369454908,17.51372621438374,0.37290135011728864,5.967971030975515,1.3920805803502068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-16T00:00:00,7.806999166328853,7.97722892981973,8.002893735488081,16.392983180368343,0.2712905682891417,5.333156364178069,0.9906513196422413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-17T00:00:00,6.54328083845796,6.6484139205363775,6.669635080955029,15.403372169166003,0.1952705728962528,4.797119205268834,0.7146310217639278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-18T00:00:00,5.564932489002349,5.643302785838194,5.661969807590879,14.521839514326379,0.14660368115368663,4.338094024795201,0.5481704103163797,1.5,1.5,1.6799999475479126,1.6799999475479126,1.5099999904632568,1.6799999475479126,2.8399999141693115
2001-01-19T00:00:00,4.775522252119661,4.837401274958503,4.854498231195045,13.723091057263836,0.10906491240750114,3.938323082656169,0.4574936493907713,1.9800000190734863,1.9800000190734863,3.200000047683716,3.200000047683716,1.7799999713897705,3.200000047683716,5.880000114440918
2001-01-20T00:00:00,4.147128849198217,4.183542614395172,4.196194736119586,12.973745322428654,0.10791108283555811,3.5743019530390363,0.35560039903037977,0.3100000023841858,0.3100000023841858,0.18000000715255737,0.18000000715255737,0.8199999928474426,0.18000000715255737,0.14000000059604645
2001-01-21T00:00:00,3.5987899015396607,3.627352725219923,3.6390686016242424,12.289755573242054,0.06740165597541067,3.250892928249255,0.2840515476190603,0.27000001072883606,0.27000001072883606,0.03999999910593033,0.03999999910593033,0.44999998807907104,0.03999999910593033,0.0
2001-01-22T00:00:00,3.221760275135465,3.2392062497457066,3.2466240535684974,11.654753634421418,0.12266930109361675,2.9574715839439807,0.21387042549450186,0.10000000149011612,0.10000000149011612,0.019999999552965164,0.019999999552965164,0.49000000953674316,0.019999999552965164,0.0
2001-01-23T00:00:00,2.941813881612901,2.9581007901158407,2.964725666296736,11.084730589102996,0.15942641335946034,2.7123415573097405,0.2016415081286402,0.5099999904632568,0.5099999904632568,0.46000000834465027,0.46000000834465027,0.8399999737739563,0.46000000834465027,0.47999998927116394
